,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated
2023-01-14 21:00:00+01:00,331.0,2440.0,39.0,,200.0,,1719.0,5037.0,622.0,,37311.0,0.0,140.0,,,11045.0
2023-01-14 22:00:00+01:00,331.0,2338.0,39.0,,200.0,,1918.0,4956.0,691.0,,36907.0,0.0,144.0,,,11038.0
2023-01-14 23:00:00+01:00,321.0,2345.0,39.0,,200.0,,1993.0,4906.0,621.0,,36539.0,0.0,146.0,,,10250.0
2023-01-15 00:00:00+01:00,326.0,2346.0,39.0,,200.0,,1943.0,4777.0,992.0,,34331.0,0.0,144.0,,,9152.0
2023-01-15 01:00:00+01:00,327.0,2351.0,39.0,,200.0,,2547.0,4633.0,968.0,,33158.0,0.0,145.0,,,8677.0
2023-01-15 02:00:00+01:00,322.0,2353.0,38.0,,200.0,,2378.0,4523.0,1066.0,,32541.0,0.0,144.0,,,8438.0
2023-01-15 03:00:00+01:00,316.0,2354.0,39.0,,201.0,,2725.0,4486.0,544.0,,32221.0,0.0,144.0,,,9129.0
2023-01-15 04:00:00+01:00,316.0,2359.0,39.0,,203.0,,3632.0,4401.0,44.0,,32231.0,0.0,145.0,,,9931.0
2023-01-15 05:00:00+01:00,315.0,2362.0,40.0,,203.0,,3618.0,4368.0,,10.0,31789.0,0.0,145.0,,,10519.0
2023-01-15 06:00:00+01:00,317.0,2364.0,41.0,,203.0,,3566.0,4586.0,14.0,,32112.0,0.0,141.0,,,10835.0
2023-01-15 07:00:00+01:00,319.0,2366.0,45.0,,203.0,,3249.0,4591.0,,36.0,32362.0,0.0,142.0,,,11699.0
2023-01-15 08:00:00+01:00,330.0,2367.0,47.0,,203.0,,3111.0,4759.0,150.0,,32661.0,289.0,141.0,,,12279.0
2023-01-15 09:00:00+01:00,331.0,2366.0,51.0,,203.0,,1922.0,4890.0,536.0,,33388.0,818.0,142.0,,,12903.0
2023-01-15 10:00:00+01:00,333.0,2364.0,55.0,,203.0,,674.0,5031.0,2001.0,,33756.0,2196.0,139.0,,,13319.0
2023-01-15 11:00:00+01:00,334.0,2414.0,57.0,,203.0,,534.0,4949.0,1101.0,,33930.0,3902.0,141.0,,,13845.0
2023-01-15 12:00:00+01:00,333.0,2445.0,57.0,,203.0,,1268.0,4979.0,1037.0,,34398.0,4774.0,139.0,,,14529.0
2023-01-15 13:00:00+01:00,333.0,2440.0,57.0,,203.0,,2266.0,4825.0,1041.0,,34231.0,4520.0,137.0,,,14765.0
2023-01-15 14:00:00+01:00,332.0,2458.0,57.0,,203.0,,2648.0,4592.0,501.0,,34631.0,3396.0,134.0,,,14677.0
2023-01-15 15:00:00+01:00,335.0,2457.0,56.0,,203.0,,2445.0,4520.0,516.0,,35372.0,2234.0,138.0,,,14177.0
2023-01-15 16:00:00+01:00,331.0,2587.0,55.0,,203.0,,2380.0,4629.0,1165.0,,36557.0,953.0,138.0,,,13520.0
2023-01-15 17:00:00+01:00,331.0,2737.0,53.0,,203.0,,592.0,5053.0,1442.0,,37964.0,257.0,138.0,,,13096.0
2023-01-15 18:00:00+01:00,329.0,2602.0,51.0,,200.0,660.0,,5549.0,1706.0,,39007.0,193.0,137.0,,,13142.0
2023-01-15 19:00:00+01:00,332.0,2632.0,50.0,,200.0,1421.0,,5717.0,2217.0,,40083.0,0.0,138.0,,,13075.0
2023-01-15 20:00:00+01:00,333.0,2815.0,48.0,,200.0,188.0,,5319.0,1319.0,,40016.0,0.0,136.0,,,13096.0
2023-01-15 21:00:00+01:00,332.0,2849.0,47.0,,200.0,,110.0,5132.0,925.0,,39772.0,0.0,138.0,,,12998.0
2023-01-15 22:00:00+01:00,332.0,2833.0,47.0,,200.0,,56.0,5066.0,765.0,,39982.0,0.0,141.0,,,12721.0
2023-01-15 23:00:00+01:00,333.0,2476.0,46.0,,200.0,345.0,,4914.0,771.0,,40459.0,0.0,140.0,,,12543.0
2023-01-16 00:00:00+01:00,332.0,2596.0,46.0,,200.0,,663.0,4677.0,645.0,,40939.0,0.0,140.0,,,12789.0
2023-01-16 01:00:00+01:00,333.0,2622.0,45.0,,200.0,,1785.0,4733.0,502.0,,41471.0,0.0,137.0,,,13342.0
2023-01-16 02:00:00+01:00,332.0,2793.0,44.0,,200.0,,1531.0,4768.0,484.0,,41249.0,0.0,132.0,,,13738.0
2023-01-16 03:00:00+01:00,331.0,2848.0,42.0,,200.0,,1957.0,4714.0,444.0,,40928.0,0.0,124.0,,,14291.0
2023-01-16 04:00:00+01:00,334.0,2890.0,42.0,,200.0,,1858.0,4777.0,364.0,,41250.0,0.0,125.0,,,14328.0
2023-01-16 05:00:00+01:00,326.0,3190.0,42.0,,200.0,,2108.0,4972.0,318.0,,42941.0,0.0,123.0,,,14455.0
2023-01-16 06:00:00+01:00,329.0,3667.0,44.0,,203.0,,203.0,5388.0,1746.0,,43484.0,0.0,118.0,,,14285.0
2023-01-16 07:00:00+01:00,332.0,4392.0,43.0,,204.0,1927.0,,5861.0,3578.0,,43615.0,0.0,115.0,,,13626.0
2023-01-16 08:00:00+01:00,331.0,5271.0,42.0,,204.0,3074.0,,6216.0,4065.0,,43628.0,280.0,116.0,,,12568.0
2023-01-16 09:00:00+01:00,331.0,5414.0,43.0,,204.0,2498.0,,6325.0,4697.0,,43196.0,705.0,114.0,,,11726.0
2023-01-16 10:00:00+01:00,333.0,5439.0,45.0,,203.0,2057.0,,6264.0,4492.0,,43212.0,1624.0,112.0,,,11482.0
2023-01-16 11:00:00+01:00,334.0,5725.0,47.0,,203.0,1194.0,,5917.0,3727.0,,43304.0,2405.0,110.0,,,11931.0
2023-01-16 12:00:00+01:00,336.0,5683.0,49.0,,204.0,698.0,,5725.0,2496.0,,43317.0,2851.0,111.0,,,12850.0
2023-01-16 13:00:00+01:00,333.0,5729.0,48.0,,204.0,318.0,,5597.0,2515.0,,43252.0,3074.0,113.0,,,12940.0
2023-01-16 14:00:00+01:00,332.0,5775.0,47.0,,204.0,269.0,,5457.0,2171.0,,43263.0,2498.0,115.0,,,13428.0
2023-01-16 15:00:00+01:00,332.0,5824.0,46.0,,204.0,183.0,,5525.0,1821.0,,43294.0,1712.0,113.0,,,13596.0
2023-01-16 16:00:00+01:00,332.0,5662.0,47.0,,204.0,415.0,,5668.0,2114.0,,43286.0,617.0,112.0,,,12602.0
2023-01-16 17:00:00+01:00,333.0,5881.0,48.0,,204.0,822.0,,6234.0,2611.0,,43290.0,233.0,108.0,,,11030.0
2023-01-16 18:00:00+01:00,333.0,6240.0,47.0,,204.0,1629.0,,6576.0,3305.0,,43147.0,199.0,110.0,,,9551.0
2023-01-16 19:00:00+01:00,334.0,6657.0,46.0,,204.0,1826.0,,6614.0,3523.0,,43168.0,0.0,113.0,,,7946.0
2023-01-16 20:00:00+01:00,331.0,6338.0,45.0,,203.0,1221.0,,6248.0,3085.0,,43347.0,0.0,115.0,,,6386.0
2023-01-16 21:00:00+01:00,325.0,5881.0,44.0,,203.0,,88.0,5730.0,1567.0,,43357.0,0.0,116.0,,,5325.0
2023-01-16 22:00:00+01:00,308.0,5862.0,43.0,,203.0,,560.0,5632.0,1289.0,,43319.0,0.0,117.0,,,4055.0
2023-01-16 23:00:00+01:00,305.0,5947.0,43.0,,203.0,,26.0,5323.0,1264.0,,43294.0,0.0,121.0,,,3305.0
2023-01-17 00:00:00+01:00,304.0,6474.0,37.0,,203.0,,1192.0,5190.0,920.0,,43207.0,0.0,121.0,,,2831.0
2023-01-17 01:00:00+01:00,305.0,6794.0,36.0,,203.0,,2576.0,5168.0,890.0,,43193.0,0.0,122.0,,,2540.0
2023-01-17 02:00:00+01:00,303.0,7496.0,37.0,,203.0,,2839.0,5175.0,1003.0,,43310.0,0.0,121.0,,,2088.0
2023-01-17 03:00:00+01:00,306.0,7680.0,38.0,,203.0,,3135.0,4985.0,1149.0,,43237.0,0.0,123.0,,,1799.0
2023-01-17 04:00:00+01:00,307.0,7447.0,39.0,,204.0,,3148.0,4969.0,719.0,,43148.0,0.0,119.0,,,1739.0
2023-01-17 05:00:00+01:00,305.0,7307.0,42.0,,203.0,,2413.0,5108.0,1497.0,,43124.0,0.0,118.0,,,1992.0
2023-01-17 06:00:00+01:00,307.0,7627.0,46.0,,204.0,,601.0,5536.0,2769.0,,43208.0,0.0,115.0,,,2349.0
2023-01-17 07:00:00+01:00,300.0,8346.0,50.0,,204.0,880.0,,6113.0,3702.0,,43230.0,0.0,112.0,,,2880.0
2023-01-17 08:00:00+01:00,291.0,8479.0,52.0,,203.0,2545.0,,6629.0,4379.0,,43327.0,304.0,114.0,,,3228.0
2023-01-17 09:00:00+01:00,293.0,8483.0,54.0,,203.0,3297.0,,6771.0,4213.0,,43306.0,783.0,111.0,,,3444.0
2023-01-17 10:00:00+01:00,293.0,8348.0,55.0,,203.0,3031.0,,6637.0,4076.0,,43242.0,1755.0,112.0,,,3433.0
2023-01-17 11:00:00+01:00,292.0,8236.0,54.0,,203.0,2475.0,,6572.0,3790.0,,43251.0,2510.0,109.0,,,3325.0
2023-01-17 12:00:00+01:00,292.0,8054.0,53.0,,203.0,1677.0,,6338.0,3641.0,,43301.0,3084.0,113.0,,,3482.0
2023-01-17 13:00:00+01:00,291.0,7972.0,53.0,,202.0,877.0,,5921.0,3021.0,,43240.0,3001.0,116.0,,,3769.0
2023-01-17 14:00:00+01:00,284.0,7329.0,51.0,,202.0,767.0,,5806.0,3704.0,,43225.0,2484.0,113.0,,,3794.0
2023-01-17 15:00:00+01:00,292.0,7073.0,51.0,,203.0,753.0,,6017.0,3685.0,,43102.0,1713.0,114.0,,,3761.0
2023-01-17 16:00:00+01:00,288.0,6737.0,50.0,,203.0,665.0,,6203.0,3557.0,,43090.0,661.0,110.0,,,4131.0
2023-01-17 17:00:00+01:00,290.0,7067.0,50.0,,203.0,781.0,,6515.0,3747.0,,43210.0,244.0,111.0,,,4342.0
2023-01-17 18:00:00+01:00,300.0,7204.0,49.0,,204.0,2008.0,,6769.0,4767.0,,43238.0,200.0,111.0,,,4541.0
2023-01-17 19:00:00+01:00,298.0,7213.0,50.0,,203.0,1909.0,,6845.0,4847.0,,43182.0,0.0,115.0,,,4626.0
2023-01-17 20:00:00+01:00,304.0,7314.0,50.0,,203.0,1161.0,,6249.0,4266.0,,43245.0,0.0,116.0,,,4654.0
2023-01-17 21:00:00+01:00,305.0,7197.0,50.0,,203.0,,318.0,5817.0,3505.0,,43169.0,0.0,115.0,,,4775.0
2023-01-17 22:00:00+01:00,305.0,7112.0,50.0,,203.0,,551.0,5663.0,2686.0,,43136.0,0.0,114.0,,,4640.0
2023-01-17 23:00:00+01:00,306.0,7009.0,49.0,,203.0,,971.0,5438.0,2762.0,,43146.0,0.0,114.0,,,4684.0
2023-01-18 00:00:00+01:00,307.0,7134.0,51.0,,203.0,,1456.0,5293.0,2840.0,,43352.0,0.0,118.0,,,4355.0
2023-01-18 01:00:00+01:00,305.0,7002.0,51.0,,203.0,,2722.0,5197.0,1545.0,,43302.0,0.0,114.0,,,4194.0
2023-01-18 02:00:00+01:00,303.0,6762.0,51.0,,203.0,,2942.0,5187.0,1093.0,,43300.0,0.0,112.0,,,4155.0
2023-01-18 03:00:00+01:00,306.0,7186.0,51.0,,203.0,,3029.0,5042.0,792.0,,43254.0,0.0,111.0,,,3933.0
2023-01-18 04:00:00+01:00,304.0,6956.0,52.0,,203.0,,3272.0,4943.0,625.0,,43208.0,0.0,112.0,,,3721.0
2023-01-18 05:00:00+01:00,304.0,6968.0,52.0,,203.0,,2696.0,5026.0,1185.0,,43366.0,0.0,109.0,,,3266.0
2023-01-18 06:00:00+01:00,304.0,7014.0,53.0,,203.0,,76.0,5356.0,2901.0,,43483.0,0.0,105.0,,,3114.0
2023-01-18 07:00:00+01:00,309.0,7262.0,54.0,,202.0,1268.0,,6031.0,4044.0,,43490.0,0.0,105.0,,,2952.0
2023-01-18 08:00:00+01:00,325.0,7270.0,56.0,,202.0,2353.0,,6672.0,4475.0,,43483.0,348.0,108.0,,,2797.0
2023-01-18 09:00:00+01:00,326.0,7347.0,56.0,,202.0,2539.0,,6721.0,4593.0,,43485.0,1319.0,112.0,,,2674.0
2023-01-18 10:00:00+01:00,313.0,7384.0,56.0,,202.0,1144.0,,6732.0,3979.0,,43454.0,3350.0,108.0,,,2944.0
2023-01-18 11:00:00+01:00,314.0,7521.0,56.0,,203.0,817.0,,6641.0,3803.0,,43387.0,4707.0,111.0,,,2793.0
2023-01-18 12:00:00+01:00,315.0,7500.0,57.0,,203.0,914.0,,6122.0,3367.0,,43404.0,5148.0,113.0,,,2975.0
2023-01-18 13:00:00+01:00,313.0,7464.0,58.0,,203.0,277.0,,5762.0,3169.0,,43392.0,4893.0,115.0,,,3375.0
2023-01-18 14:00:00+01:00,322.0,7494.0,57.0,,203.0,81.0,,5657.0,3055.0,,43436.0,4139.0,110.0,,,3883.0
2023-01-18 15:00:00+01:00,327.0,7035.0,55.0,,203.0,115.0,,5623.0,3236.0,,43407.0,2600.0,111.0,,,4167.0
2023-01-18 16:00:00+01:00,338.0,7053.0,53.0,,203.0,355.0,,5863.0,3290.0,,43416.0,951.0,113.0,,,4317.0
2023-01-18 17:00:00+01:00,348.0,7278.0,51.0,,203.0,533.0,,6315.0,3540.0,,43454.0,251.0,115.0,,,4755.0
2023-01-18 18:00:00+01:00,355.0,6931.0,51.0,,203.0,1818.0,,6788.0,4363.0,,43460.0,197.0,113.0,,,4816.0
2023-01-18 19:00:00+01:00,366.0,6224.0,50.0,,203.0,2439.0,,6887.0,4485.0,,43239.0,0.0,115.0,,,4829.0
2023-01-18 20:00:00+01:00,370.0,5821.0,49.0,,203.0,1402.0,,6489.0,3909.0,,43093.0,0.0,116.0,,,4682.0
2023-01-18 21:00:00+01:00,373.0,5156.0,48.0,,203.0,375.0,,6186.0,3022.0,,42824.0,0.0,114.0,,,4370.0
2023-01-18 22:00:00+01:00,381.0,5106.0,49.0,,250.0,1640.0,,5765.0,3641.0,,40042.0,0.0,114.0,,,4252.0
2023-01-18 23:00:00+01:00,384.0,5364.0,148.0,,454.0,2036.0,,5781.0,3720.0,,39231.0,0.0,123.0,,,4062.0
2023-01-19 00:00:00+01:00,385.0,5144.0,85.0,,366.0,611.0,,5569.0,2746.0,,39157.0,0.0,155.0,,,3640.0
2023-01-19 01:00:00+01:00,395.0,5105.0,51.0,,203.0,,1532.0,5333.0,2073.0,,39168.0,0.0,162.0,,,3515.0
2023-01-19 02:00:00+01:00,398.0,5194.0,50.0,,203.0,,2016.0,5205.0,2479.0,,39217.0,0.0,141.0,,,3330.0
2023-01-19 03:00:00+01:00,403.0,5213.0,149.0,,203.0,,2371.0,5186.0,2580.0,,38673.0,0.0,168.0,,,3049.0
2023-01-19 04:00:00+01:00,411.0,5245.0,258.0,,203.0,,1923.0,5226.0,2758.0,,38030.0,0.0,171.0,,,2774.0
2023-01-19 05:00:00+01:00,407.0,5078.0,288.0,,203.0,,1012.0,5394.0,2873.0,,38176.0,0.0,172.0,,,2533.0
2023-01-19 06:00:00+01:00,377.0,5358.0,309.0,,203.0,12.0,,5790.0,3628.0,,38155.0,0.0,162.0,,,2480.0
2023-01-19 07:00:00+01:00,320.0,5537.0,500.0,,202.0,2284.0,,6483.0,4650.0,,38161.0,0.0,163.0,,,2437.0
2023-01-19 08:00:00+01:00,320.0,5577.0,627.0,,202.0,3950.0,,6980.0,5452.0,,38169.0,366.0,161.0,,,2446.0
2023-01-19 09:00:00+01:00,321.0,5651.0,630.0,,202.0,4160.0,,7207.0,5559.0,,38154.0,1238.0,154.0,,,2318.0
2023-01-19 10:00:00+01:00,321.0,5604.0,626.0,,202.0,3576.0,,7192.0,4893.0,,38303.0,2671.0,153.0,,,2243.0
2023-01-19 11:00:00+01:00,321.0,5699.0,634.0,,203.0,3520.0,,7012.0,5309.0,,39095.0,3603.0,167.0,,,2191.0
2023-01-19 12:00:00+01:00,322.0,5741.0,632.0,,203.0,1883.0,,6638.0,4586.0,,39417.0,3845.0,175.0,,,2225.0
2023-01-19 13:00:00+01:00,322.0,5586.0,624.0,,623.0,87.0,,6414.0,3878.0,,39839.0,3683.0,176.0,,,2226.0
2023-01-19 14:00:00+01:00,320.0,5742.0,626.0,,900.0,,844.0,6183.0,4249.0,,39926.0,2950.0,179.0,,,2233.0
2023-01-19 15:00:00+01:00,320.0,6048.0,621.0,,918.0,,1175.0,6093.0,4089.0,,39888.0,1868.0,179.0,,,2246.0
2023-01-19 16:00:00+01:00,320.0,6130.0,623.0,,1138.0,,1046.0,6328.0,4277.0,,40012.0,725.0,180.0,,,2072.0
2023-01-19 17:00:00+01:00,314.0,6171.0,623.0,,1162.0,570.0,,6901.0,4605.0,,40043.0,254.0,182.0,,,1876.0
2023-01-19 18:00:00+01:00,307.0,6142.0,614.0,,1381.0,2001.0,,7238.0,5201.0,,39885.0,217.0,183.0,,,1742.0
2023-01-19 19:00:00+01:00,319.0,6206.0,607.0,,1208.0,2477.0,,7223.0,5215.0,,39779.0,0.0,184.0,,,1845.0
2023-01-19 20:00:00+01:00,320.0,6143.0,609.0,,989.0,1703.0,,6658.0,4955.0,,39864.0,0.0,183.0,,,1654.0
2023-01-19 21:00:00+01:00,321.0,5601.0,611.0,,750.0,514.0,,6260.0,3781.0,,40204.0,0.0,174.0,,,1702.0
2023-01-19 22:00:00+01:00,322.0,5594.0,613.0,,331.0,99.0,,6147.0,3726.0,,41184.0,0.0,180.0,,,1793.0
2023-01-19 23:00:00+01:00,322.0,5726.0,613.0,,504.0,464.0,,5924.0,3555.0,,41321.0,0.0,185.0,,,1944.0
2023-01-20 00:00:00+01:00,322.0,6127.0,614.0,,503.0,,240.0,5556.0,3003.0,,41343.0,0.0,160.0,,,2084.0
2023-01-20 01:00:00+01:00,320.0,6515.0,616.0,,295.0,,653.0,5325.0,2630.0,,41328.0,0.0,130.0,,,2077.0
2023-01-20 02:00:00+01:00,321.0,6669.0,621.0,,202.0,,737.0,5161.0,2704.0,,41234.0,0.0,130.0,,,2092.0
2023-01-20 03:00:00+01:00,323.0,6692.0,625.0,,202.0,,1530.0,5111.0,2360.0,,41303.0,0.0,130.0,,,2174.0
2023-01-20 04:00:00+01:00,323.0,6701.0,629.0,,202.0,,1898.0,5205.0,2275.0,,40848.0,0.0,131.0,,,2322.0
2023-01-20 05:00:00+01:00,322.0,7032.0,632.0,,202.0,,1597.0,5326.0,2498.0,,40680.0,0.0,127.0,,,2425.0
2023-01-20 06:00:00+01:00,327.0,7603.0,625.0,,202.0,427.0,,5900.0,4569.0,,40640.0,0.0,123.0,,,2515.0
2023-01-20 07:00:00+01:00,344.0,8011.0,590.0,,201.0,1908.0,,6649.0,5214.0,,40696.0,0.0,123.0,,,2580.0
2023-01-20 08:00:00+01:00,335.0,8111.0,616.0,,202.0,2549.0,,7165.0,5640.0,,41240.0,390.0,125.0,,,2561.0
2023-01-20 09:00:00+01:00,332.0,8663.0,635.0,,514.0,2928.0,,7373.0,5728.0,,41696.0,1406.0,120.0,,,2640.0
2023-01-20 10:00:00+01:00,342.0,8801.0,632.0,,667.0,2388.0,,7373.0,5184.0,,41698.0,3207.0,117.0,,,2862.0
2023-01-20 11:00:00+01:00,360.0,8500.0,631.0,,668.0,1533.0,,7177.0,4529.0,,41720.0,4467.0,127.0,,,2971.0
2023-01-20 12:00:00+01:00,368.0,8373.0,628.0,,358.0,1312.0,,6744.0,4089.0,,41800.0,5248.0,130.0,,,3133.0
2023-01-20 13:00:00+01:00,361.0,8361.0,628.0,,203.0,622.0,,6422.0,3959.0,,41805.0,5523.0,129.0,,,3445.0
2023-01-20 14:00:00+01:00,381.0,8190.0,631.0,,203.0,,421.0,5968.0,3843.0,,41851.0,5248.0,130.0,,,3908.0
2023-01-20 15:00:00+01:00,399.0,8250.0,632.0,,203.0,,452.0,5796.0,4334.0,,41252.0,3814.0,131.0,,,3893.0
2023-01-20 16:00:00+01:00,411.0,8389.0,633.0,,203.0,627.0,,6161.0,4403.0,,41191.0,1658.0,130.0,,,3750.0
2023-01-20 17:00:00+01:00,427.0,8697.0,636.0,,203.0,1847.0,,6788.0,5406.0,,41266.0,370.0,130.0,,,3661.0
2023-01-20 18:00:00+01:00,439.0,8752.0,631.0,,203.0,2919.0,,7114.0,5752.0,,41494.0,218.0,130.0,,,4128.0
2023-01-20 19:00:00+01:00,441.0,8703.0,624.0,,203.0,2277.0,,7061.0,5294.0,,41654.0,0.0,130.0,,,4753.0
2023-01-20 20:00:00+01:00,440.0,8594.0,623.0,,203.0,1445.0,,6562.0,4485.0,,41475.0,0.0,131.0,,,5221.0
2023-01-20 21:00:00+01:00,439.0,8303.0,627.0,,203.0,216.0,,6173.0,4059.0,,41429.0,0.0,130.0,,,5040.0
2023-01-20 22:00:00+01:00,445.0,8339.0,628.0,,202.0,122.0,,5981.0,3732.0,,41444.0,0.0,130.0,,,4879.0
2023-01-20 23:00:00+01:00,459.0,8246.0,626.0,,202.0,,325.0,5701.0,2889.0,,41529.0,0.0,134.0,,,5176.0
2023-01-21 00:00:00+01:00,453.0,8257.0,626.0,,202.0,,1027.0,5442.0,2252.0,,41460.0,0.0,134.0,,,5579.0
2023-01-21 01:00:00+01:00,454.0,8182.0,624.0,,203.0,,1732.0,5119.0,2068.0,,41382.0,0.0,134.0,,,5984.0
2023-01-21 02:00:00+01:00,453.0,7812.0,626.0,,203.0,,1864.0,4924.0,1696.0,,41338.0,0.0,133.0,,,6226.0
2023-01-21 03:00:00+01:00,439.0,7004.0,627.0,,203.0,,2338.0,4764.0,1422.0,,41359.0,0.0,135.0,,,6575.0
2023-01-21 04:00:00+01:00,423.0,6551.0,629.0,,203.0,,2772.0,4607.0,738.0,,41479.0,0.0,133.0,,,6657.0
2023-01-21 05:00:00+01:00,428.0,6518.0,628.0,,203.0,,2851.0,4507.0,677.0,,41424.0,0.0,132.0,,,6727.0
2023-01-21 06:00:00+01:00,428.0,6721.0,631.0,,203.0,,2831.0,4605.0,850.0,,41435.0,0.0,132.0,,,6787.0
2023-01-21 07:00:00+01:00,433.0,7270.0,635.0,,203.0,,2295.0,4720.0,1243.0,,41471.0,0.0,129.0,,,7152.0
2023-01-21 08:00:00+01:00,460.0,7922.0,634.0,,202.0,,381.0,4970.0,1873.0,,41501.0,419.0,128.0,,,7680.0
2023-01-21 09:00:00+01:00,463.0,8281.0,635.0,,203.0,466.0,,5259.0,2704.0,,41497.0,1606.0,132.0,,,7948.0
2023-01-21 10:00:00+01:00,463.0,8195.0,636.0,,203.0,478.0,,5499.0,2920.0,,41397.0,3678.0,124.0,,,7423.0
2023-01-21 11:00:00+01:00,460.0,7922.0,633.0,,203.0,17.0,,5348.0,2376.0,,41483.0,5106.0,130.0,,,6764.0
2023-01-21 12:00:00+01:00,441.0,7994.0,636.0,,203.0,,871.0,5144.0,2514.0,,41574.0,5828.0,132.0,,,6441.0
2023-01-21 13:00:00+01:00,434.0,7733.0,630.0,,204.0,,1732.0,4931.0,1857.0,,41573.0,5610.0,132.0,,,6325.0
2023-01-21 14:00:00+01:00,433.0,7857.0,633.0,,204.0,,2198.0,4767.0,1557.0,,41531.0,4922.0,134.0,,,6448.0
2023-01-21 15:00:00+01:00,428.0,7787.0,633.0,,203.0,,1387.0,4683.0,1623.0,,41407.0,3482.0,132.0,,,6743.0
2023-01-21 16:00:00+01:00,443.0,7657.0,625.0,,204.0,,466.0,4887.0,2127.0,,41548.0,1505.0,134.0,,,6942.0
2023-01-21 17:00:00+01:00,448.0,8301.0,630.0,,203.0,313.0,,5351.0,3542.0,,41579.0,362.0,130.0,,,7119.0
2023-01-21 18:00:00+01:00,447.0,8619.0,629.0,,203.0,1718.0,,5779.0,4844.0,,41550.0,219.0,134.0,,,7741.0
2023-01-21 19:00:00+01:00,450.0,8776.0,626.0,,203.0,1750.0,,5984.0,4718.0,,41570.0,0.0,132.0,,,7927.0
2023-01-21 20:00:00+01:00,451.0,8471.0,632.0,,203.0,976.0,,5536.0,3914.0,,41606.0,0.0,131.0,,,7608.0
2023-01-21 21:00:00+01:00,452.0,8078.0,629.0,,203.0,,41.0,5321.0,2899.0,,41605.0,0.0,132.0,,,7197.0
2023-01-21 22:00:00+01:00,451.0,8095.0,624.0,,203.0,15.0,,5256.0,2437.0,,41613.0,0.0,131.0,,,6680.0
2023-01-21 23:00:00+01:00,450.0,8186.0,623.0,,202.0,39.0,,5250.0,2568.0,,41635.0,0.0,135.0,,,6100.0
2023-01-22 00:00:00+01:00,452.0,8096.0,625.0,,202.0,24.0,,4975.0,2652.0,,41542.0,0.0,129.0,,,5892.0
2023-01-22 01:00:00+01:00,450.0,7649.0,621.0,,203.0,,333.0,4773.0,2202.0,,41472.0,0.0,131.0,,,5729.0
2023-01-22 02:00:00+01:00,450.0,7142.0,627.0,,203.0,,632.0,4840.0,2193.0,,41592.0,0.0,135.0,,,5367.0
2023-01-22 03:00:00+01:00,449.0,6961.0,626.0,,202.0,,1451.0,4271.0,1962.0,,41678.0,0.0,134.0,,,5175.0
2023-01-22 04:00:00+01:00,429.0,7043.0,630.0,,202.0,,2418.0,3995.0,1436.0,,41821.0,0.0,131.0,,,5064.0
2023-01-22 05:00:00+01:00,433.0,7050.0,630.0,,202.0,,2581.0,3962.0,1586.0,,41827.0,0.0,126.0,,,5093.0
2023-01-22 06:00:00+01:00,452.0,6905.0,626.0,,202.0,,2546.0,4141.0,1566.0,,41787.0,0.0,126.0,,,5223.0
2023-01-22 07:00:00+01:00,435.0,7071.0,628.0,,202.0,,2174.0,4305.0,1259.0,,41815.0,0.0,124.0,,,5299.0
2023-01-22 08:00:00+01:00,439.0,7412.0,626.0,,203.0,,475.0,4585.0,1191.0,,41818.0,397.0,123.0,,,5351.0
2023-01-22 09:00:00+01:00,452.0,7934.0,625.0,,203.0,,55.0,4760.0,1606.0,,41943.0,1402.0,125.0,,,5342.0
2023-01-22 10:00:00+01:00,454.0,8067.0,630.0,,202.0,475.0,,5076.0,2998.0,,42355.0,2955.0,124.0,,,5020.0
2023-01-22 11:00:00+01:00,455.0,8102.0,630.0,,203.0,827.0,,5167.0,3189.0,,42498.0,3919.0,124.0,,,4691.0
2023-01-22 12:00:00+01:00,449.0,8061.0,627.0,,203.0,1719.0,,5194.0,3916.0,,42488.0,4252.0,117.0,,,4408.0
2023-01-22 13:00:00+01:00,438.0,7920.0,621.0,,203.0,964.0,,4920.0,3268.0,,42495.0,4162.0,118.0,,,4199.0
2023-01-22 14:00:00+01:00,441.0,8258.0,627.0,,203.0,601.0,,4837.0,3547.0,,42459.0,3570.0,117.0,,,4054.0
2023-01-22 15:00:00+01:00,435.0,8133.0,619.0,,204.0,550.0,,4761.0,3205.0,,42438.0,2478.0,117.0,,,3920.0
2023-01-22 16:00:00+01:00,422.0,8196.0,615.0,,203.0,698.0,,4825.0,3622.0,,42389.0,1133.0,115.0,,,3778.0
2023-01-22 17:00:00+01:00,437.0,8343.0,614.0,,204.0,773.0,,5627.0,4206.0,,42439.0,312.0,115.0,,,3567.0
2023-01-22 18:00:00+01:00,436.0,8398.0,736.0,,203.0,2036.0,,6185.0,5260.0,,42555.0,217.0,115.0,,,3548.0
2023-01-22 19:00:00+01:00,436.0,8486.0,853.0,,203.0,2734.0,,6261.0,5123.0,,42455.0,0.0,113.0,,,3628.0
