,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated
2023-09-24 10:00:00+02:00,373.0,513.0,0.0,,415.0,,438.0,2807.0,679.0,,30624.0,4423.0,61.0,303.0,,3317.0
2023-09-24 11:00:00+02:00,373.0,424.0,0.0,,348.0,,781.0,2627.0,437.0,,29291.0,7917.0,61.0,364.0,,2704.0
2023-09-24 12:00:00+02:00,372.0,412.0,0.0,,191.0,,994.0,2438.0,231.0,,26412.0,10177.0,59.0,470.0,,2957.0
2023-09-24 13:00:00+02:00,375.0,434.0,0.0,,114.0,,1125.0,2414.0,253.0,,25334.0,9235.0,59.0,456.0,,2877.0
2023-09-24 14:00:00+02:00,375.0,444.0,0.0,,114.0,,1388.0,2165.0,418.0,,24096.0,9519.0,55.0,461.0,,2999.0
2023-09-24 15:00:00+02:00,373.0,421.0,0.0,,114.0,,1898.0,2120.0,194.0,,23667.0,9124.0,52.0,481.0,,2702.0
2023-09-24 16:00:00+02:00,374.0,407.0,0.0,,114.0,,1904.0,2257.0,247.0,,24099.0,8256.0,54.0,421.0,,2594.0
2023-09-24 17:00:00+02:00,373.0,412.0,0.0,,114.0,,1914.0,2306.0,432.0,,25215.0,9045.0,55.0,406.0,,3495.0
2023-09-24 18:00:00+02:00,374.0,406.0,0.0,,114.0,,1064.0,2407.0,419.0,,29494.0,6404.0,57.0,416.0,,3546.0
2023-09-24 19:00:00+02:00,373.0,400.0,0.0,,114.0,405.0,,2734.0,1010.0,,33551.0,2814.0,59.0,430.0,,3220.0
2023-09-24 20:00:00+02:00,373.0,388.0,0.0,,114.0,1937.0,,3099.0,2027.0,,34861.0,574.0,60.0,371.0,,3424.0
2023-09-24 21:00:00+02:00,373.0,384.0,0.0,,113.0,1786.0,,3204.0,2029.0,,34851.0,0.0,59.0,354.0,,4452.0
2023-09-24 22:00:00+02:00,374.0,360.0,0.0,,113.0,807.0,,2983.0,1578.0,,34922.0,0.0,57.0,356.0,,5722.0
2023-09-24 23:00:00+02:00,373.0,398.0,0.0,,113.0,31.0,,2806.0,1059.0,,34479.0,0.0,57.0,359.0,,6225.0
2023-09-25 00:00:00+02:00,375.0,560.0,0.0,,114.0,,286.0,2683.0,985.0,,33946.0,0.0,58.0,361.0,,6348.0
2023-09-25 01:00:00+02:00,375.0,681.0,0.0,,113.0,,1276.0,2549.0,1148.0,,32185.0,0.0,59.0,363.0,,5953.0
2023-09-25 02:00:00+02:00,375.0,474.0,0.0,,114.0,,1817.0,2498.0,956.0,,31168.0,0.0,60.0,295.0,,5511.0
2023-09-25 03:00:00+02:00,374.0,478.0,0.0,,154.0,,1865.0,2482.0,547.0,,30560.0,0.0,66.0,251.0,,5047.0
2023-09-25 04:00:00+02:00,374.0,490.0,0.0,,179.0,,1887.0,2485.0,567.0,,30037.0,0.0,60.0,232.0,,4195.0
2023-09-25 05:00:00+02:00,374.0,475.0,0.0,,181.0,,1833.0,2476.0,528.0,,30288.0,0.0,59.0,198.0,,3660.0
2023-09-25 06:00:00+02:00,374.0,787.0,0.0,,181.0,,1084.0,2463.0,622.0,,32522.0,0.0,62.0,160.0,,3351.0
2023-09-25 07:00:00+02:00,374.0,836.0,0.0,,122.0,428.0,,2707.0,1086.0,,34946.0,227.0,50.0,111.0,,2860.0
2023-09-25 08:00:00+02:00,374.0,1348.0,0.0,,114.0,1363.0,,3121.0,1453.0,,35792.0,258.0,47.0,65.0,,2354.0
2023-09-25 09:00:00+02:00,363.0,1771.0,0.0,,114.0,1298.0,,3134.0,1330.0,,35983.0,1155.0,47.0,58.0,,1892.0
2023-09-25 10:00:00+02:00,373.0,1867.0,0.0,,113.0,954.0,,3022.0,978.0,,36101.0,4148.0,49.0,40.0,,1330.0
2023-09-25 11:00:00+02:00,364.0,1945.0,0.0,,113.0,171.0,,2885.0,632.0,,36047.0,7388.0,50.0,24.0,,896.0
2023-09-25 12:00:00+02:00,360.0,1860.0,0.0,,114.0,,242.0,2645.0,453.0,,35946.0,9723.0,53.0,20.0,,731.0
2023-09-25 13:00:00+02:00,368.0,1463.0,0.0,,114.0,,599.0,2418.0,445.0,,35645.0,11149.0,55.0,2.0,,655.0
2023-09-25 14:00:00+02:00,372.0,1203.0,0.0,,114.0,,755.0,2360.0,529.0,,35681.0,11664.0,53.0,0.0,,623.0
2023-09-25 15:00:00+02:00,374.0,1187.0,0.0,,113.0,,1014.0,2336.0,520.0,,35657.0,11557.0,53.0,0.0,,635.0
2023-09-25 16:00:00+02:00,374.0,1472.0,0.0,,114.0,,410.0,2346.0,554.0,,34470.0,10647.0,53.0,0.0,,649.0
2023-09-25 17:00:00+02:00,374.0,2060.0,0.0,,114.0,22.0,,2441.0,928.0,,35053.0,8721.0,56.0,0.0,,647.0
2023-09-25 18:00:00+02:00,374.0,3015.0,0.0,,113.0,469.0,,2768.0,1659.0,,35780.0,6004.0,56.0,0.0,,646.0
2023-09-25 19:00:00+02:00,373.0,3429.0,0.0,,113.0,1239.0,,3079.0,1916.0,,36936.0,2593.0,56.0,0.0,,650.0
2023-09-25 20:00:00+02:00,373.0,3777.0,0.0,,113.0,1473.0,,3427.0,2011.0,,37215.0,526.0,58.0,0.0,,667.0
2023-09-25 21:00:00+02:00,373.0,3932.0,0.0,,113.0,1614.0,,3524.0,1873.0,,37289.0,0.0,62.0,0.0,,736.0
2023-09-25 22:00:00+02:00,365.0,3870.0,0.0,,114.0,1075.0,,3316.0,1502.0,,37301.0,0.0,65.0,4.0,,911.0
2023-09-25 23:00:00+02:00,368.0,3800.0,0.0,,114.0,1136.0,,3143.0,1233.0,,37128.0,0.0,65.0,7.0,,1158.0
2023-09-26 00:00:00+02:00,373.0,3956.0,0.0,,114.0,1172.0,,2918.0,998.0,,37165.0,0.0,66.0,7.0,,1378.0
2023-09-26 01:00:00+02:00,373.0,3647.0,1.0,,114.0,886.0,,2668.0,825.0,,36762.0,0.0,66.0,16.0,,1559.0
2023-09-26 02:00:00+02:00,371.0,3072.0,1.0,,163.0,696.0,,2463.0,504.0,,36677.0,0.0,66.0,9.0,,1766.0
2023-09-26 03:00:00+02:00,365.0,2560.0,1.0,,299.0,,84.0,2410.0,604.0,,37127.0,0.0,68.0,23.0,,1964.0
2023-09-26 04:00:00+02:00,362.0,2377.0,1.0,,300.0,,713.0,2347.0,556.0,,36618.0,0.0,68.0,32.0,,2023.0
2023-09-26 05:00:00+02:00,363.0,2206.0,1.0,,301.0,,1030.0,2277.0,498.0,,36658.0,0.0,68.0,37.0,,2166.0
2023-09-26 06:00:00+02:00,372.0,2117.0,1.0,,301.0,,760.0,2367.0,590.0,,37762.0,0.0,69.0,53.0,,2422.0
2023-09-26 07:00:00+02:00,375.0,2316.0,1.0,,159.0,595.0,,2511.0,787.0,,38220.0,226.0,69.0,61.0,,2768.0
2023-09-26 08:00:00+02:00,376.0,3099.0,1.0,,187.0,1549.0,,2908.0,1304.0,,38345.0,254.0,67.0,78.0,,3071.0
2023-09-26 09:00:00+02:00,377.0,3492.0,1.0,,362.0,1030.0,,3086.0,1527.0,,38202.0,1083.0,59.0,63.0,,2996.0
2023-09-26 10:00:00+02:00,375.0,3221.0,1.0,,363.0,687.0,,3021.0,1235.0,,37991.0,3835.0,60.0,47.0,,2428.0
2023-09-26 11:00:00+02:00,373.0,2357.0,1.0,,275.0,51.0,,2810.0,938.0,,37882.0,6897.0,59.0,46.0,,1652.0
2023-09-26 12:00:00+02:00,357.0,1402.0,1.0,,115.0,52.0,,2508.0,746.0,,37477.0,9327.0,58.0,77.0,,1207.0
2023-09-26 13:00:00+02:00,365.0,1361.0,1.0,,115.0,,42.0,2412.0,740.0,,37167.0,10904.0,57.0,91.0,,1115.0
2023-09-26 14:00:00+02:00,371.0,1574.0,1.0,,115.0,,318.0,2169.0,884.0,,35731.0,11429.0,58.0,58.0,,1019.0
2023-09-26 15:00:00+02:00,370.0,1575.0,1.0,,115.0,,377.0,2119.0,935.0,,35698.0,11043.0,57.0,45.0,,927.0
2023-09-26 16:00:00+02:00,370.0,1598.0,1.0,,115.0,,140.0,2231.0,959.0,,35925.0,9850.0,60.0,61.0,,906.0
2023-09-26 17:00:00+02:00,370.0,1725.0,1.0,,115.0,,580.0,2377.0,1122.0,,36464.0,8066.0,59.0,75.0,,920.0
2023-09-26 18:00:00+02:00,371.0,2662.0,1.0,,115.0,,484.0,2585.0,1144.0,,37316.0,5458.0,58.0,28.0,,992.0
2023-09-26 19:00:00+02:00,368.0,2719.0,1.0,,115.0,259.0,,2896.0,1360.0,,37727.0,2345.0,60.0,42.0,,1098.0
2023-09-26 20:00:00+02:00,358.0,3007.0,1.0,,115.0,853.0,,3152.0,2114.0,,38071.0,486.0,62.0,28.0,,1113.0
2023-09-26 21:00:00+02:00,359.0,2877.0,1.0,,115.0,1092.0,,3185.0,2049.0,,38116.0,0.0,64.0,15.0,,1112.0
2023-09-26 22:00:00+02:00,359.0,2609.0,1.0,,115.0,734.0,,2926.0,1478.0,,37992.0,0.0,65.0,4.0,,1235.0
2023-09-26 23:00:00+02:00,359.0,2529.0,1.0,,115.0,792.0,,2739.0,1103.0,,37886.0,0.0,66.0,1.0,,1209.0
2023-09-27 00:00:00+02:00,360.0,2553.0,1.0,,115.0,1033.0,,2712.0,1064.0,,37863.0,0.0,69.0,7.0,,1112.0
2023-09-27 01:00:00+02:00,358.0,1962.0,1.0,,115.0,765.0,,2665.0,969.0,,37687.0,0.0,69.0,5.0,,971.0
2023-09-27 02:00:00+02:00,356.0,1095.0,1.0,,166.0,559.0,,2512.0,905.0,,37822.0,0.0,65.0,2.0,,850.0
2023-09-27 03:00:00+02:00,356.0,1118.0,1.0,,199.0,105.0,,2454.0,906.0,,38017.0,0.0,69.0,6.0,,797.0
2023-09-27 04:00:00+02:00,361.0,1058.0,1.0,,303.0,,34.0,2471.0,662.0,,37645.0,0.0,70.0,16.0,,827.0
2023-09-27 05:00:00+02:00,368.0,1031.0,1.0,,302.0,,71.0,2535.0,627.0,,37933.0,0.0,72.0,89.0,,890.0
2023-09-27 06:00:00+02:00,369.0,1642.0,1.0,,302.0,135.0,,2551.0,628.0,,38013.0,0.0,74.0,116.0,,1040.0
2023-09-27 07:00:00+02:00,369.0,2046.0,1.0,,242.0,817.0,,2688.0,904.0,,38111.0,226.0,79.0,146.0,,1251.0
2023-09-27 08:00:00+02:00,369.0,2428.0,1.0,,130.0,1415.0,,2895.0,1611.0,,38144.0,250.0,70.0,223.0,,1541.0
2023-09-27 09:00:00+02:00,370.0,2694.0,1.0,,113.0,1618.0,,2937.0,1806.0,,38274.0,1019.0,64.0,247.0,,2055.0
2023-09-27 10:00:00+02:00,369.0,2774.0,1.0,,113.0,999.0,,2809.0,1304.0,,38282.0,3444.0,65.0,301.0,,2191.0
2023-09-27 11:00:00+02:00,367.0,2639.0,1.0,,113.0,201.0,,2730.0,880.0,,38213.0,6469.0,65.0,287.0,,2057.0
2023-09-27 12:00:00+02:00,367.0,2360.0,1.0,,114.0,,266.0,2551.0,684.0,,37978.0,8492.0,65.0,339.0,,1922.0
2023-09-27 13:00:00+02:00,366.0,1779.0,1.0,,114.0,1.0,,2487.0,599.0,,37849.0,9690.0,66.0,376.0,,2169.0
2023-09-27 14:00:00+02:00,367.0,1641.0,1.0,,114.0,39.0,,2319.0,609.0,,37777.0,10203.0,67.0,459.0,,2564.0
2023-09-27 15:00:00+02:00,367.0,1553.0,1.0,,114.0,,545.0,2183.0,506.0,,37976.0,9557.0,68.0,518.0,,3062.0
2023-09-27 16:00:00+02:00,365.0,1688.0,1.0,,114.0,,461.0,2205.0,576.0,,38107.0,8148.0,69.0,485.0,,3322.0
2023-09-27 17:00:00+02:00,364.0,1737.0,1.0,,194.0,,39.0,2589.0,1370.0,,36892.0,6046.0,69.0,455.0,,3695.0
2023-09-27 18:00:00+02:00,364.0,2012.0,1.0,,817.0,383.0,,2865.0,1447.0,,36024.0,3576.0,69.0,512.0,,3890.0
2023-09-27 19:00:00+02:00,365.0,2627.0,1.0,,819.0,1149.0,,2869.0,1346.0,,36095.0,1461.0,70.0,551.0,,4189.0
2023-09-27 20:00:00+02:00,366.0,2925.0,1.0,,628.0,1181.0,,3092.0,1485.0,,36081.0,378.0,74.0,580.0,,4837.0
2023-09-27 21:00:00+02:00,366.0,3216.0,1.0,,610.0,402.0,,2897.0,1174.0,,36069.0,0.0,75.0,407.0,,5490.0
2023-09-27 22:00:00+02:00,366.0,2593.0,1.0,,328.0,,193.0,2692.0,947.0,,35654.0,0.0,76.0,357.0,,5839.0
2023-09-27 23:00:00+02:00,365.0,2185.0,1.0,,182.0,,251.0,2649.0,747.0,,35571.0,0.0,77.0,324.0,,5395.0
2023-09-28 00:00:00+02:00,366.0,2011.0,1.0,,114.0,,170.0,2611.0,693.0,,35488.0,0.0,78.0,299.0,,4923.0
2023-09-28 01:00:00+02:00,366.0,1342.0,1.0,,114.0,,289.0,2662.0,944.0,,35113.0,0.0,80.0,275.0,,4636.0
2023-09-28 02:00:00+02:00,366.0,1282.0,1.0,,114.0,,742.0,2543.0,1166.0,,34879.0,0.0,80.0,220.0,,4160.0
2023-09-28 03:00:00+02:00,366.0,1207.0,1.0,,114.0,,1321.0,2436.0,588.0,,35240.0,0.0,80.0,189.0,,3539.0
2023-09-28 04:00:00+02:00,366.0,1052.0,1.0,,113.0,,1598.0,2291.0,646.0,,35765.0,0.0,79.0,171.0,,2988.0
2023-09-28 05:00:00+02:00,367.0,1059.0,1.0,,113.0,,1705.0,2146.0,654.0,,36251.0,0.0,79.0,150.0,,2256.0
2023-09-28 06:00:00+02:00,366.0,1207.0,0.0,,113.0,,1076.0,2149.0,778.0,,36323.0,0.0,78.0,126.0,,1809.0
2023-09-28 07:00:00+02:00,366.0,2229.0,1.0,,112.0,253.0,,2292.0,911.0,,36510.0,237.0,78.0,135.0,,1596.0
2023-09-28 08:00:00+02:00,367.0,2675.0,1.0,,114.0,987.0,,2465.0,1496.0,,36706.0,256.0,73.0,93.0,,1453.0
2023-09-28 09:00:00+02:00,367.0,2746.0,1.0,,114.0,1448.0,,2663.0,1569.0,,36839.0,790.0,66.0,110.0,,1447.0
2023-09-28 10:00:00+02:00,367.0,2556.0,1.0,,113.0,975.0,,2492.0,1188.0,,37116.0,2932.0,67.0,67.0,,1224.0
2023-09-28 11:00:00+02:00,360.0,2459.0,1.0,,113.0,545.0,,2404.0,838.0,,37304.0,5930.0,63.0,116.0,,923.0
2023-09-28 12:00:00+02:00,357.0,1626.0,1.0,,114.0,270.0,,2332.0,632.0,,37116.0,8193.0,63.0,155.0,,949.0
2023-09-28 13:00:00+02:00,361.0,1261.0,1.0,,114.0,132.0,,2400.0,582.0,,37317.0,9580.0,63.0,173.0,,1141.0
2023-09-28 14:00:00+02:00,364.0,1107.0,1.0,,114.0,242.0,,2302.0,504.0,,37305.0,10292.0,67.0,212.0,,1459.0
2023-09-28 15:00:00+02:00,364.0,1251.0,1.0,,114.0,,316.0,2248.0,488.0,,36997.0,10161.0,60.0,199.0,,1802.0
2023-09-28 16:00:00+02:00,358.0,1644.0,1.0,,114.0,,634.0,2210.0,553.0,,36770.0,9413.0,55.0,231.0,,2153.0
2023-09-28 17:00:00+02:00,354.0,1469.0,1.0,,114.0,,143.0,2171.0,541.0,,37180.0,7932.0,64.0,296.0,,2473.0
2023-09-28 18:00:00+02:00,360.0,1655.0,1.0,,114.0,325.0,,2500.0,595.0,,37515.0,5196.0,67.0,392.0,,2489.0
2023-09-28 19:00:00+02:00,352.0,2723.0,1.0,,114.0,1039.0,,2774.0,1307.0,,38167.0,2144.0,67.0,483.0,,2272.0
2023-09-28 20:00:00+02:00,356.0,3016.0,1.0,,114.0,1860.0,,3119.0,2168.0,,38381.0,466.0,69.0,497.0,,2166.0
2023-09-28 21:00:00+02:00,365.0,3091.0,1.0,,113.0,1749.0,,3024.0,2081.0,,38418.0,0.0,68.0,550.0,,2720.0
2023-09-28 22:00:00+02:00,365.0,2850.0,1.0,,113.0,865.0,,2768.0,1262.0,,38394.0,0.0,68.0,628.0,,3538.0
2023-09-28 23:00:00+02:00,365.0,2850.0,1.0,,114.0,898.0,,2763.0,915.0,,38091.0,0.0,69.0,659.0,,4026.0
2023-09-29 00:00:00+02:00,362.0,2988.0,1.0,,114.0,859.0,,2743.0,1023.0,,38008.0,0.0,69.0,659.0,,4751.0
2023-09-29 01:00:00+02:00,361.0,1921.0,1.0,,114.0,,348.0,2610.0,867.0,,37398.0,0.0,71.0,642.0,,5646.0
2023-09-29 02:00:00+02:00,362.0,809.0,1.0,,114.0,,982.0,2517.0,944.0,,37090.0,0.0,71.0,653.0,,6504.0
2023-09-29 03:00:00+02:00,356.0,547.0,1.0,,114.0,,1283.0,2338.0,702.0,,36201.0,0.0,72.0,658.0,,7024.0
2023-09-29 04:00:00+02:00,351.0,460.0,1.0,,114.0,,1775.0,2258.0,452.0,,34775.0,0.0,73.0,657.0,,7275.0
2023-09-29 05:00:00+02:00,365.0,497.0,1.0,,114.0,,1956.0,2109.0,405.0,,34342.0,0.0,73.0,614.0,,7232.0
2023-09-29 06:00:00+02:00,367.0,556.0,1.0,,113.0,,1858.0,2119.0,402.0,,35368.0,0.0,76.0,480.0,,7181.0
2023-09-29 07:00:00+02:00,365.0,1242.0,1.0,,113.0,,789.0,2220.0,618.0,,37245.0,240.0,81.0,441.0,,7135.0
2023-09-29 08:00:00+02:00,365.0,1909.0,1.0,,114.0,878.0,,2571.0,983.0,,38165.0,258.0,73.0,422.0,,7306.0
2023-09-29 09:00:00+02:00,366.0,1948.0,1.0,,114.0,944.0,,2637.0,1139.0,,38465.0,907.0,69.0,393.0,,7264.0
2023-09-29 10:00:00+02:00,368.0,2009.0,1.0,,113.0,919.0,,2474.0,917.0,,38545.0,3313.0,63.0,313.0,,7010.0
2023-09-29 11:00:00+02:00,364.0,1915.0,1.0,,114.0,537.0,,2456.0,785.0,,38263.0,5961.0,63.0,249.0,,7106.0
2023-09-29 12:00:00+02:00,361.0,1429.0,1.0,,114.0,,662.0,2538.0,624.0,,37867.0,7846.0,66.0,202.0,,7285.0
2023-09-29 13:00:00+02:00,364.0,1514.0,1.0,,114.0,,1508.0,2519.0,642.0,,38141.0,8642.0,68.0,152.0,,6690.0
2023-09-29 14:00:00+02:00,364.0,1158.0,1.0,,114.0,,1530.0,2480.0,445.0,,38143.0,8994.0,70.0,127.0,,6298.0
2023-09-29 15:00:00+02:00,365.0,1192.0,1.0,,114.0,,1312.0,2398.0,378.0,,38024.0,8858.0,69.0,108.0,,5735.0
2023-09-29 16:00:00+02:00,365.0,1251.0,1.0,,113.0,,858.0,2384.0,478.0,,37715.0,7966.0,70.0,84.0,,5223.0
2023-09-29 17:00:00+02:00,366.0,1315.0,1.0,,113.0,,638.0,2352.0,626.0,,37569.0,6603.0,70.0,69.0,,4612.0
2023-09-29 18:00:00+02:00,369.0,2067.0,1.0,,113.0,102.0,,2418.0,654.0,,37721.0,4485.0,73.0,47.0,,3518.0
2023-09-29 19:00:00+02:00,374.0,3140.0,1.0,,113.0,805.0,,2735.0,952.0,,38803.0,1873.0,74.0,45.0,,2591.0
2023-09-29 20:00:00+02:00,374.0,3453.0,1.0,,114.0,1148.0,,3001.0,1329.0,,39194.0,405.0,74.0,39.0,,2206.0
2023-09-29 21:00:00+02:00,375.0,3534.0,1.0,,114.0,1349.0,,2938.0,1156.0,,39311.0,0.0,75.0,27.0,,2110.0
2023-09-29 22:00:00+02:00,375.0,3362.0,1.0,,113.0,753.0,,2693.0,703.0,,39426.0,0.0,75.0,24.0,,1929.0
2023-09-29 23:00:00+02:00,376.0,3115.0,1.0,,113.0,1136.0,,2439.0,607.0,,39295.0,0.0,75.0,19.0,,1787.0
2023-09-30 00:00:00+02:00,371.0,2982.0,6.0,,114.0,1105.0,,2471.0,639.0,,38249.0,0.0,74.0,6.0,,1573.0
2023-09-30 01:00:00+02:00,360.0,2340.0,6.0,,114.0,698.0,,2484.0,610.0,,37138.0,0.0,72.0,2.0,,1297.0
2023-09-30 02:00:00+02:00,358.0,1955.0,1.0,,168.0,364.0,,2419.0,525.0,,36782.0,0.0,72.0,0.0,,1018.0
2023-09-30 03:00:00+02:00,359.0,1856.0,1.0,,225.0,2.0,,2397.0,762.0,,36572.0,0.0,71.0,0.0,,959.0
2023-09-30 04:00:00+02:00,358.0,1592.0,1.0,,314.0,,13.0,2415.0,723.0,,36762.0,0.0,68.0,0.0,,977.0
2023-09-30 05:00:00+02:00,359.0,1244.0,1.0,,315.0,29.0,,2243.0,419.0,,37076.0,0.0,68.0,0.0,,1098.0
2023-09-30 06:00:00+02:00,359.0,1144.0,1.0,,315.0,34.0,,2057.0,420.0,,37131.0,0.0,68.0,3.0,,1121.0
2023-09-30 07:00:00+02:00,356.0,1155.0,1.0,,313.0,198.0,,2151.0,556.0,,37216.0,220.0,66.0,3.0,,1177.0
2023-09-30 08:00:00+02:00,358.0,988.0,1.0,,186.0,659.0,,2431.0,522.0,,37344.0,232.0,65.0,8.0,,1262.0
2023-09-30 09:00:00+02:00,358.0,895.0,1.0,,180.0,922.0,,2607.0,591.0,,37329.0,850.0,70.0,10.0,,1359.0
2023-09-30 10:00:00+02:00,359.0,818.0,1.0,,120.0,457.0,,2526.0,581.0,,37136.0,3446.0,72.0,19.0,,1235.0
2023-09-30 11:00:00+02:00,359.0,838.0,1.0,,114.0,,348.0,2271.0,255.0,,36893.0,6634.0,72.0,17.0,,1029.0
2023-09-30 12:00:00+02:00,359.0,577.0,1.0,,114.0,,1340.0,2293.0,205.0,,36555.0,9078.0,74.0,17.0,,995.0
2023-09-30 13:00:00+02:00,359.0,506.0,1.0,,114.0,,1872.0,2390.0,253.0,,35582.0,10548.0,73.0,10.0,,916.0
2023-09-30 14:00:00+02:00,358.0,520.0,1.0,,114.0,,1959.0,2307.0,219.0,,33802.0,11106.0,68.0,6.0,,905.0
2023-09-30 15:00:00+02:00,358.0,501.0,1.0,,114.0,,1952.0,2287.0,198.0,,33718.0,11026.0,66.0,4.0,,913.0
2023-09-30 16:00:00+02:00,356.0,516.0,10.0,,114.0,,905.0,2261.0,499.0,,34963.0,10194.0,67.0,7.0,,936.0
2023-09-30 17:00:00+02:00,358.0,787.0,10.0,,114.0,,761.0,2236.0,481.0,,36144.0,8339.0,68.0,4.0,,975.0
2023-09-30 18:00:00+02:00,358.0,1366.0,10.0,,114.0,,159.0,2319.0,354.0,,36543.0,5439.0,69.0,0.0,,992.0
2023-09-30 19:00:00+02:00,359.0,2136.0,11.0,,114.0,855.0,,2576.0,792.0,,36874.0,2189.0,67.0,0.0,,953.0
2023-09-30 20:00:00+02:00,361.0,2532.0,11.0,,114.0,2006.0,,2890.0,1555.0,,36993.0,423.0,66.0,2.0,,917.0
2023-09-30 21:00:00+02:00,362.0,2239.0,11.0,,113.0,1551.0,,2869.0,1279.0,,37409.0,0.0,67.0,5.0,,977.0
2023-09-30 22:00:00+02:00,360.0,1910.0,11.0,,114.0,1035.0,,2611.0,1044.0,,37578.0,0.0,68.0,9.0,,1207.0
2023-09-30 23:00:00+02:00,360.0,2123.0,11.0,,114.0,839.0,,2511.0,819.0,,37475.0,0.0,69.0,30.0,,1332.0
2023-10-01 00:00:00+02:00,357.0,2347.0,11.0,,120.0,793.0,,2366.0,1299.0,,37565.0,0.0,68.0,46.0,,1514.0
2023-10-01 01:00:00+02:00,356.0,2270.0,11.0,,315.0,407.0,,2338.0,1060.0,,37492.0,0.0,67.0,78.0,,1881.0
2023-10-01 02:00:00+02:00,355.0,1377.0,11.0,,344.0,36.0,,2269.0,757.0,,37349.0,0.0,69.0,78.0,,2263.0
2023-10-01 03:00:00+02:00,355.0,1171.0,11.0,,344.0,,571.0,2252.0,593.0,,37237.0,0.0,68.0,105.0,,2592.0
2023-10-01 04:00:00+02:00,355.0,1204.0,11.0,,345.0,,1204.0,2195.0,421.0,,37044.0,0.0,70.0,161.0,,2739.0
2023-10-01 05:00:00+02:00,355.0,977.0,11.0,,346.0,,1374.0,2028.0,150.0,,36640.0,0.0,72.0,147.0,,2683.0
2023-10-01 06:00:00+02:00,355.0,853.0,11.0,,347.0,,1398.0,1930.0,196.0,,36433.0,0.0,73.0,102.0,,2450.0
2023-10-01 07:00:00+02:00,355.0,827.0,11.0,,343.0,,994.0,1940.0,274.0,,36623.0,217.0,71.0,81.0,,2347.0
2023-10-01 08:00:00+02:00,356.0,581.0,11.0,,218.0,,659.0,2089.0,638.0,,36997.0,231.0,70.0,88.0,,2409.0
2023-10-01 09:00:00+02:00,356.0,490.0,11.0,,212.0,,847.0,2207.0,823.0,,37085.0,910.0,67.0,128.0,,2330.0
2023-10-01 10:00:00+02:00,354.0,432.0,11.0,,206.0,,858.0,2161.0,783.0,,36934.0,3764.0,64.0,154.0,,1999.0
2023-10-01 11:00:00+02:00,356.0,434.0,11.0,,145.0,,1668.0,1974.0,569.0,,36433.0,7148.0,63.0,149.0,,1348.0
2023-10-01 12:00:00+02:00,353.0,438.0,11.0,,145.0,,1681.0,1849.0,440.0,,33433.0,9598.0,64.0,167.0,,1068.0
2023-10-01 13:00:00+02:00,348.0,440.0,11.0,,145.0,,1824.0,1914.0,378.0,,31823.0,10800.0,65.0,139.0,,931.0
2023-10-01 14:00:00+02:00,344.0,475.0,11.0,,145.0,,1725.0,2031.0,350.0,,30862.0,8833.0,64.0,127.0,,882.0
2023-10-01 15:00:00+02:00,344.0,421.0,11.0,,145.0,,1769.0,2032.0,312.0,,29997.0,8536.0,66.0,119.0,,894.0
2023-10-01 16:00:00+02:00,331.0,424.0,11.0,,144.0,,1879.0,2027.0,368.0,,31622.0,9957.0,64.0,91.0,,1183.0
2023-10-01 17:00:00+02:00,330.0,655.0,11.0,,144.0,,1149.0,2194.0,432.0,,35054.0,8256.0,65.0,75.0,,1193.0
2023-10-01 18:00:00+02:00,329.0,1266.0,11.0,,143.0,,700.0,2279.0,580.0,,35931.0,5322.0,64.0,43.0,,1174.0
2023-10-01 19:00:00+02:00,343.0,2202.0,11.0,,143.0,85.0,,2490.0,954.0,,36263.0,2037.0,65.0,27.0,,1129.0
2023-10-01 20:00:00+02:00,341.0,2615.0,11.0,,143.0,780.0,,2855.0,2019.0,,36449.0,0.0,65.0,19.0,,1449.0
2023-10-01 21:00:00+02:00,339.0,2492.0,11.0,,141.0,972.0,,2901.0,2278.0,,35946.0,0.0,66.0,10.0,,2009.0
2023-10-01 22:00:00+02:00,339.0,2557.0,11.0,,141.0,360.0,,2641.0,1569.0,,36071.0,0.0,65.0,0.0,,2383.0
2023-10-01 23:00:00+02:00,340.0,2566.0,11.0,,141.0,384.0,,2599.0,1295.0,,35914.0,0.0,66.0,0.0,,2593.0
2023-10-02 00:00:00+02:00,341.0,2400.0,11.0,,142.0,92.0,,2429.0,1107.0,,36009.0,0.0,70.0,0.0,,2720.0
2023-10-02 01:00:00+02:00,340.0,1829.0,11.0,,143.0,,68.0,2286.0,655.0,,36497.0,0.0,71.0,0.0,,2742.0
2023-10-02 02:00:00+02:00,341.0,1335.0,11.0,,253.0,,348.0,2309.0,402.0,,36133.0,0.0,70.0,0.0,,2565.0
2023-10-02 03:00:00+02:00,349.0,1379.0,11.0,,341.0,,445.0,2339.0,295.0,,36032.0,0.0,71.0,0.0,,2319.0
